date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2012-01-01,6.7,1.5,11.9,0.5,0,,14,,,
2012-01-02,,0,8.9,0,0,,25,,,
2012-01-03,-3.6,-7.4,0.3,0,0,,25,,,
2012-01-04,-5.8,-10.3,-1.3,0.3,0,,15,,,
2012-01-05,1.1,-2.5,4.7,0,0,,11,,,
2012-01-06,5,-3.3,13.3,0,0,,10,,,
2012-01-07,8.9,0.5,17.2,0,0,,13,,,
2012-01-08,4.6,0.3,8.9,0,0,,14,,,
2012-01-09,1.8,-1.5,5,0,0,,5,,,
2012-01-10,4.5,-0.6,9.6,0,0,,14,,,
2012-01-11,3.8,-2.7,10.3,10.3,0,,11,,,
2012-01-12,8.2,4.9,11.5,16.4,0,,11,,,
2012-01-13,4.2,-2,10.4,1.2,0,,33,,,
2012-01-14,-0.7,-3,1.7,0,0,,22,,,
2012-01-15,-4.9,-7.8,-2,0,0,,17,,,
2012-01-16,-2.8,-8.6,3.1,1,0,,13,,,
2012-01-17,7.6,2.6,12.6,7.2,0,,20,,,
2012-01-18,4.5,-3.4,12.3,0,0,,24,,,
2012-01-19,-2.5,-7.2,2.3,0,0,,12,,,
2012-01-20,-0.4,-2.5,1.7,0,0,,14,,,
2012-01-21,-2.4,-4.1,-0.6,10.8,51,,18,,,
2012-01-22,-3.2,-7.1,0.8,0,51,,15,,,
2012-01-23,5.7,0.8,10.5,6.9,25,,10,,,
2012-01-24,8.1,4.1,12,0,0,,14,,,
2012-01-25,5.1,2.5,7.6,0,0,,11,,,
2012-01-26,5.1,3,7.2,1.3,0,,10,,,
2012-01-27,10.9,5.6,16.1,9.8,0,,21,,,
2012-01-28,4.9,0.3,9.4,0,0,,16,,,
2012-01-29,2.9,-1.2,7,0,0,,19,,,
2012-01-30,2.8,0.1,5.4,0,0,,19,,,
2012-01-31,8.9,1.2,16.5,0,0,,13,,,
2012-02-01,13.6,8,19.2,0.4,0,,16,,,
2012-02-02,7,3.7,10.3,0,0,,17,,,
2012-02-03,3.5,-0.8,7.8,0,0,,12,,,
2012-02-04,2.8,-1.4,7,0.6,0,,7,,,
2012-02-05,2.9,-0.9,6.7,0,0,,14,,,
2012-02-06,3.9,-3.1,10.9,0,0,,16,,,
2012-02-07,5,-0.9,10.9,0,0,,14,,,
2012-02-08,1.9,-0.5,4.2,2.6,0,,10,,,
2012-02-09,2.7,-1.1,6.4,0,0,,14,,,
2012-02-10,1.7,-3.6,7,0.1,0,,8,,,
2012-02-11,-0.3,-3.6,3.1,6.9,0,,15,,,
2012-02-12,-3.9,-7.5,-0.2,0,25,,29,,,
2012-02-13,1.2,-4.4,6.7,0,0,,19,,,
2012-02-14,5.6,0.3,10.8,0,0,,7,,,
2012-02-15,5.3,0.6,10,0,0,,10,,,
2012-02-16,,0,6.4,3.9,0,,5,,,
2012-02-17,6.2,1.5,10.9,0,0,,14,,,
2012-02-18,,0,11.1,0,0,,16,,,
2012-02-19,3.6,-0.5,7.6,0,0,,13,,,
2012-02-20,4.2,-0.3,8.7,0,0,,19,,,
2012-02-21,3.7,-2.3,9.7,0,0,,13,,,
2012-02-22,9.1,2.8,15.4,0,0,,13,,,
2012-02-23,12.3,7.8,16.7,0,0,,17,,,
2012-02-24,7.7,5.4,10,7.3,0,,20,,,
2012-02-25,4.5,1.9,7,0,0,,38,,,
2012-02-26,3.5,-1.1,8.1,0,0,,14,,,
2012-02-27,7.4,-0.6,15.4,0,0,,14,,,
2012-02-28,7.1,2.7,11.5,0,0,,15,,,
2012-02-29,4.1,1.1,7,27,0,,10,,,
2012-03-01,8.5,4.1,12.8,1.1,0,,13,,,
2012-03-02,,0,9.2,4.5,0,,12,,,
2012-03-03,10.7,7,14.4,4,0,,15,,,
2012-03-04,4.7,1.4,8,0,0,,17,,,
2012-03-05,2.7,-1.4,6.7,0,0,,16,,,
2012-03-06,1.7,-3.6,6.9,0,0,,11,,,
2012-03-07,9.2,1.4,17,0,0,,19,,,
2012-03-08,15.8,10.6,20.9,0,0,,29,,,
2012-03-09,10.6,3.3,17.8,0.4,0,,25,,,
2012-03-10,2.8,-1.1,6.7,0,0,,15,,,
2012-03-11,7.4,-0.3,15.1,0,0,,15,,,
2012-03-12,11.6,2.7,20.4,0,0,,9,,,
2012-03-13,18,11.7,24.2,1.7,0,,15,,,
2012-03-14,16.4,9.7,23.1,0,0,,12,,,
2012-03-15,11.3,7.8,14.7,0,0,,15,,,
2012-03-16,11.7,8.1,15.3,0,0,,7,,,
2012-03-17,14.4,7.8,20.9,0,0,,10,,,
2012-03-18,12.8,8.1,17.5,0,0,,7,,,
2012-03-19,15.3,7,23.6,0,0,,6,,,
2012-03-20,19,12.9,25.1,0,0,,10,,,
2012-03-21,17.4,13.6,21.1,0.2,0,,4,,,
2012-03-22,17.7,13.6,21.7,0,0,,6,,,
2012-03-23,19,11.2,26.7,0,0,,10,,,
2012-03-24,12.8,10,15.6,3.6,0,,16,,,
2012-03-25,11.4,8.1,14.7,0.2,0,,12,,,
2012-03-26,7.6,1.9,13.3,0,0,,27,,,
2012-03-27,5.6,-0.8,12,0,0,,16,,,
2012-03-28,12.3,5.5,19.1,0.1,0,,18,,,
2012-03-29,11.4,4.7,18.1,0,0,,25,,,
2012-03-30,7.4,1.9,12.8,0,0,,12,,,
2012-03-31,7.3,5.9,8.7,5.4,0,,16,,,
2012-04-01,9.7,5.9,13.4,4.9,0,,9,,,
2012-04-02,10.1,5.4,14.8,3.5,0,,25,,,
2012-04-03,10.5,1.9,19.1,0,0,,13,,,
2012-04-04,15.6,9.5,21.7,0,0,,16,,,
2012-04-05,10.2,4.7,15.6,0,0,,15,,,
2012-04-06,8.8,2.2,15.4,0,0,,22,,,
2012-04-07,10.5,3.6,17.3,0,0,,20,,,
2012-04-08,12,3,20.9,0,0,,24,,,
2012-04-09,13.1,8.1,18.1,0,0,,26,,,
2012-04-10,12,6.9,17,0,0,,22,,,
2012-04-11,8.5,4.1,12.8,0.1,0,,18,,,
2012-04-12,10.2,5.3,15.1,0,0,,19,,,
2012-04-13,11.3,4.5,18,0,0,,14,,,
2012-04-14,14.8,7,22.5,0,0,,12,,,
2012-04-15,20.4,13.1,27.6,0.7,0,,11,,,
2012-04-16,23,14.8,31.1,0,0,,12,,,
2012-04-17,20.5,15.3,25.6,0,0,,16,,,
2012-04-18,13.2,10.5,15.9,0.2,0,,11,,,
2012-04-19,15.6,9.8,21.4,0,0,,7,,,
2012-04-20,16.8,9.4,24.1,0,0,,7,,,
2012-04-21,18.9,11.7,26.1,2.8,0,,15,,,
2012-04-22,10.3,7.8,12.8,47.7,0,,20,,,
2012-04-23,7.5,5.1,9.8,2.4,0,,22,,,
2012-04-24,10.8,5.1,16.5,0,0,,23,,,
2012-04-25,11.7,4.4,18.9,0,0,,10,,,
2012-04-26,12.4,6.4,18.3,2.4,0,,11,,,
2012-04-27,10.3,5.6,15,0,0,,23,,,
2012-04-28,7.4,2.2,12.6,0.1,0,,11,,,
2012-04-29,11.5,3.8,19.1,0,0,,13,,,
2012-04-30,10.8,5.2,16.4,0,0,,12,,,
2012-05-01,19.6,13.1,26.1,5.8,0,,10,,,
2012-05-02,13.5,10.9,16.1,4.6,0,,13,,,
2012-05-03,14.6,10.8,18.4,2.9,0,,6,,,
2012-05-04,19.8,13.7,25.9,1.5,0,,8,,,
2012-05-05,17.6,14.4,20.7,0,0,,12,,,
2012-05-06,15.1,10.8,19.4,0,0,,10,,,
2012-05-07,14.7,9.7,19.7,0,0,,12,,,
2012-05-08,17.8,13.3,22.3,0.7,0,,16,,,
2012-05-09,18.7,13.9,23.4,11.9,0,,11,,,
2012-05-10,15.1,10.3,19.8,1.4,0,,20,,,
2012-05-11,15.6,8.9,22.3,0,0,,18,,,
2012-05-12,17.9,9.5,26.2,0,0,,11,,,
2012-05-13,20.5,13.6,27.3,0,0,,12,,,
2012-05-14,19.1,17.3,20.8,2,0,,10,,,
2012-05-15,20.9,17.5,24.2,18.8,0,,11,,,
2012-05-16,22.6,17.6,27.5,0,0,,8,,,
2012-05-17,18,12.8,23.1,0,0,,13,,,
2012-05-18,17.2,10.3,24.1,0,0,,10,,,
2012-05-19,18.8,10.6,26.9,0,0,,11,,,
2012-05-20,19.5,12.4,26.5,0,0,,17,,,
2012-05-21,18.7,15.9,21.4,5.3,0,,15,,,
2012-05-22,20.3,16.7,23.9,3.2,0,,8,,,
2012-05-23,22,17,27,0,0,,7,,,
2012-05-24,22.8,18.1,27.5,15.9,0,,11,,,
2012-05-25,23.9,19.2,28.6,0,0,,10,,,
2012-05-26,24.5,19.2,29.7,0,0,,11,,,
2012-05-27,25.7,20.8,30.6,0,0,,11,,,
2012-05-28,25.9,19.2,32.6,0,0,,13,,,
2012-05-29,26.5,20,33,3.2,0,,18,,,
2012-05-30,22.6,19.7,25.4,0.1,0,,6,,,
2012-05-31,23.2,18,28.3,0,0,,11,,,
2012-06-01,21.8,17.2,26.4,15.9,0,,21,,,
2012-06-02,19.3,15.5,23.1,1.5,0,,16,,,
2012-06-03,19.5,13.3,25.6,2.1,0,,15,,,
2012-06-04,16.9,13.7,20.1,8.3,0,,15,,,
2012-06-05,15.6,10.6,20.6,0.1,0,,10,,,
2012-06-06,17.4,11.3,23.4,0,0,,8,,,
2012-06-07,20.1,13.5,26.7,0.3,0,,10,,,
2012-06-08,21.4,14.1,28.7,0,0,,12,,,
2012-06-09,24.2,16.7,31.7,0,0,,11,,,
2012-06-10,26.3,18.4,34.1,0,0,,8,,,
2012-06-11,24.8,19.8,29.7,0,0,,16,,,
2012-06-12,21,19.7,22.2,28.6,0,,15,,,
2012-06-13,22.8,18.7,26.8,0,0,,20,,,
2012-06-14,22.2,17.2,27.2,0,0,,16,,,
2012-06-15,21.2,14.8,27.6,0,0,,11,,,
2012-06-16,21.2,14.7,27.6,0,0,,11,,,
2012-06-17,20.1,15.4,24.7,0,0,,9,,,
2012-06-18,18,13.7,22.3,0.1,0,,9,,,
2012-06-19,22.6,18,27.2,0.1,0,,10,,,
2012-06-20,28.3,20.6,35.9,0,0,,11,,,
2012-06-21,30,23.8,36.1,0,0,,12,,,
2012-06-22,28.1,21.1,35,12.6,0,,11,,,
2012-06-23,25.9,20.8,30.9,0,0,,13,,,
2012-06-24,24.8,19.2,30.3,0,0,,9,,,
2012-06-25,23.2,17.5,28.9,0,0,,18,,,
2012-06-26,20.4,14.4,26.4,0,0,,20,,,
2012-06-27,22.5,15,30,0,0,,19,,,
2012-06-28,25.9,18.6,33.1,0,0,,14,,,
2012-06-29,29.1,21.7,36.4,8.1,0,,12,,,
2012-06-30,27.9,21.6,34.1,1.8,0,,13,,,
2012-07-01,29.1,22.5,35.6,0,0,,12,,,
2012-07-02,27.6,22.5,32.6,0,0,,15,,,
2012-07-03,27.2,20.2,34.2,0,0,,9,,,
2012-07-04,29.4,23.4,35.3,0,0,,15,,,
2012-07-05,31.7,26.6,36.7,0,0,,14,,,
2012-07-06,29.6,23.5,35.6,0,0,,10,,,
2012-07-07,31.8,25.5,38.1,0,0,,13,,,
2012-07-08,28.9,25.3,32.5,0,0,,9,,,
2012-07-09,27.5,23,31.9,0.1,0,,12,,,
2012-07-10,26.1,21.6,30.6,0.6,0,,8,,,
2012-07-11,26.2,20.1,32.2,0,0,,10,,,
2012-07-12,26.3,20,32.5,0,0,,9,,,
2012-07-13,27,21.6,32.3,0,0,,8,,,
2012-07-14,23.7,20.1,27.2,8.2,0,,8,,,
2012-07-15,27.8,22.6,32.9,6.7,0,,12,,,
2012-07-16,27.6,22.3,32.9,0,0,,12,,,
2012-07-17,29.9,23.3,36.5,0,0,,12,,,
2012-07-18,31.9,25.9,37.8,0,0,,14,,,
2012-07-19,26.2,23,29.4,1.9,0,,13,,,
2012-07-20,20.6,17.8,23.3,6,0,,20,,,
2012-07-21,22.3,18.1,26.4,0.1,0,,12,,,
2012-07-22,24.9,21.1,28.6,0,0,,9,,,
2012-07-23,27.7,22.3,33,0,0,,15,,,
2012-07-24,30.1,24.4,35.8,6.6,0,,19,,,
2012-07-25,25.5,20.5,30.4,0,0,,15,,,
2012-07-26,27.6,21.1,34.1,16.3,0,,18,,,
2012-07-27,27.6,22.8,32.3,0,0,,11,,,
2012-07-28,27.3,20.9,33.6,2.4,0,,9,,,
2012-07-29,25.3,21.2,29.4,0,0,,9,,,
2012-07-30,26.2,21.5,30.8,0,0,,11,,,
2012-07-31,25.4,20.7,30,0,0,,9,,,
2012-08-01,24.2,20.8,27.5,8.5,0,,6,,,
2012-08-02,26.7,21.1,32.2,0,0,,9,,,
2012-08-03,28.3,23.8,32.8,0.6,0,,8,,,
2012-08-04,28.5,23.6,33.4,0,0,,11,,,
2012-08-05,29.1,23,35.1,21.8,0,,19,,,
2012-08-06,27.4,23.1,31.7,0.3,0,,12,,,
2012-08-07,24.8,20.6,28.9,0,0,,7,,,
2012-08-08,26.8,22.3,31.2,0,0,,7,,,
2012-08-09,27.5,22.2,32.7,0,0,,10,,,
2012-08-10,24.8,21.5,28.1,24,0,,12,,,
2012-08-11,26.4,23.1,29.7,1.3,0,,14,,,
2012-08-12,25.1,20.9,29.2,0,0,,11,,,
2012-08-13,24.7,19.1,30.3,0,0,,10,,,
2012-08-14,24.9,21.6,28.1,11,0,,8,,,
2012-08-15,25.3,21.4,29.1,10.8,0,,8,,,
2012-08-16,25.1,19.8,30.3,0,0,,12,,,
2012-08-17,26.4,20.9,31.9,8.8,0,,11,,,
2012-08-18,22.8,18,27.6,9.3,0,,12,,,
2012-08-19,21.5,17,25.9,0,0,,6,,,
2012-08-20,22.9,18.8,27,0.1,0,,7,,,
2012-08-21,22.7,17.5,27.8,0,0,,7,,,
2012-08-22,24,18.2,29.7,0,0,,7,,,
2012-08-23,25.1,19.7,30.5,0,0,,6,,,
2012-08-24,25.8,20,31.6,0,0,,6,,,
2012-08-25,24.6,21.4,27.7,0,0,,14,,,
2012-08-26,25.8,20.9,30.6,1.3,0,,15,,,
2012-08-27,26.3,21.9,30.6,16.5,0,,14,,,
2012-08-28,26.7,22,31.4,3.7,0,,16,,,
2012-08-29,23.7,19.1,28.3,0,0,,11,,,
2012-08-30,23.5,17.2,29.7,0,0,,8,,,
2012-08-31,26.7,20.3,33.1,0,0,,11,,,
2012-09-01,27.6,22.3,32.9,0,0,,9,,,
2012-09-02,23.8,21.9,25.6,4.4,0,,10,,,
2012-09-03,23.9,22.3,25.4,23.5,0,,12,,,
2012-09-04,25.9,22.6,29.2,57.5,0,,11,,,
2012-09-05,26,22.3,29.7,2.6,0,,14,,,
2012-09-06,23.8,20.6,26.9,0.1,0,,6,,,
2012-09-07,25.7,20.8,30.6,0,0,,10,,,
2012-09-08,25.2,19.1,31.2,8.7,0,,15,,,
2012-09-09,21.1,16.1,26.1,0,0,,12,,,
2012-09-10,19,14.3,23.7,0,0,,18,,,
2012-09-11,17.9,11.3,24.4,0,0,,7,,,
2012-09-12,19.5,13.3,25.6,0,0,,6,,,
2012-09-13,20.5,14.7,26.2,0,0,,5,,,
2012-09-14,21.1,15.2,27,0,0,,7,,,
2012-09-15,19.7,15,24.4,0,0,,16,,,
2012-09-16,18.8,13.9,23.7,0,0,,8,,,
2012-09-17,18.5,11.9,25.1,0,0,,9,,,
2012-09-18,23.4,20.3,26.5,23.4,0,,25,,,
2012-09-19,17.4,13,21.7,0.2,0,,14,,,
2012-09-20,17.5,11.5,23.4,0,0,,5,,,
2012-09-21,19.4,13.2,25.6,0,0,,6,,,
2012-09-22,22.3,15.4,29.1,11.8,0,,13,,,
2012-09-23,16.4,12,20.8,0,0,,15,,,
2012-09-24,14.9,10,19.8,0,0,,10,,,
2012-09-25,17.1,10.6,23.6,0,0,,14,,,
2012-09-26,22.3,17.7,26.9,0,0,,14,,,
2012-09-27,21.5,18.3,24.6,5.4,0,,6,,,
2012-09-28,21.8,17.8,25.8,0.3,0,,10,,,
2012-09-29,15.8,13.6,18,0,0,,11,,,
2012-09-30,16.5,11.9,21.1,0.1,0,,11,,,
2012-10-01,16.1,10.2,22,0,0,,11,,,
2012-10-02,20,17.6,22.3,2.3,0,,9,,,
2012-10-03,23.5,19.4,27.5,0.1,0,,7,,,
2012-10-04,21.5,17.3,25.6,0.4,0,,5,,,
2012-10-05,21.3,15,27.6,0,0,,10,,,
2012-10-06,18.4,11.3,25.4,0,0,,16,,,
2012-10-07,10,8.1,11.9,4.4,0,,6,,,
2012-10-08,8.9,5.3,12.5,0.4,0,,8,,,
2012-10-09,12.3,9.8,14.8,1.3,0,,13,,,
2012-10-10,15.8,11.3,20.3,0,0,,15,,,
2012-10-11,11.6,7.2,15.9,0,0,,15,,,
2012-10-12,11.2,5.6,16.8,0,0,,16,,,
2012-10-13,8.3,2,14.5,0,0,,10,,,
2012-10-14,16.7,9.8,23.6,0,0,,19,,,
2012-10-15,17.7,15,20.3,2.1,0,,16,,,
2012-10-16,11.9,7.2,16.5,0,0,,16,,,
2012-10-17,11.7,5.8,17.5,0,0,,5,,,
2012-10-18,15,7.8,22.2,0.1,0,,12,,,
2012-10-19,19.9,16.6,23.1,11.3,0,,15,,,
2012-10-20,14.5,9.7,19.2,0,0,,12,,,
2012-10-21,13.5,8.1,18.9,0,0,,14,,,
2012-10-22,14.1,7.7,20.4,0,0,,12,,,
2012-10-23,15.4,9.2,21.6,0,0,,3,,,
2012-10-24,17.9,12.3,23.4,0,0,,8,,,
2012-10-25,16.5,15,17.9,0,0,,8,,,
2012-10-26,17.6,15.3,19.8,0,0,,9,,,
2012-10-27,16.7,14.1,19.2,0,0,,13,,,
2012-10-28,14,12.5,15.4,13.2,0,,25,,,
2012-10-29,13.2,9.7,16.7,76,0,,43,,,
2012-10-30,7.8,5.8,9.7,7.8,0,,22,,,
2012-10-31,8.2,5.8,10.6,0,0,,15,,,
2012-11-01,8.8,6.6,10.9,0,0,,18,,,
2012-11-02,8.5,6.4,10.6,0,0,,20,,,
2012-11-03,7.6,5.9,9.2,0,0,,21,,,
2012-11-04,5.6,2.5,8.6,0,0,,15,,,
2012-11-05,4.9,1.9,7.8,0,0,,19,,,
2012-11-06,3.1,-1.1,7.2,0,0,,14,,,
2012-11-07,3.4,1.5,5.3,8.8,0,,23,,,
2012-11-08,6.3,1.7,10.9,0.2,0,,24,,,
2012-11-09,6.9,0.6,13.1,0,0,,12,,,
2012-11-10,8,1.9,14,0,0,,2,,,
2012-11-11,11.6,3.8,19.4,0,0,,6,,,
2012-11-12,13.2,5.5,20.9,0,0,,11,,,
2012-11-13,9.9,3.5,16.3,3.5,0,,18,,,
2012-11-14,5.4,0.9,9.8,0,0,,14,,,
2012-11-15,5.4,1.5,9.2,0,0,,9,,,
2012-11-16,6,2.4,9.6,0,0,,9,,,
2012-11-17,6.6,0.6,12.6,0,0,,12,,,
2012-11-18,6.5,1.9,11.1,0,0,,13,,,
2012-11-19,8.1,3.9,12.2,0,0,,16,,,
2012-11-20,7.3,3.5,11.1,0,0,,8,,,
2012-11-21,8,2.6,13.3,0,0,,9,,,
2012-11-22,7.6,1.1,14.1,0,0,,6,,,
2012-11-23,,0,14.1,0,0,,8,,,
2012-11-24,6.5,2.4,10.6,0,0,,27,,,
2012-11-25,1.6,-1.7,4.8,0,0,,16,,,
2012-11-26,3.6,-2.7,9.8,0,0,,8,,,
2012-11-27,3.8,2.2,5.3,13.7,0,,13,,,
2012-11-28,2.1,-1.4,5.6,0,0,,13,,,
2012-11-29,3.2,-2,8.3,0,0,,13,,,
2012-11-30,4,-2,10,0,0,,7,,,
2012-12-01,7.2,3.6,10.7,0,0,,14,,,
2012-12-02,8.6,5.6,11.6,0.4,0,,7,,,
2012-12-03,12.8,6.2,19.4,0,0,,6,,,
2012-12-04,13.7,8.9,18.4,0,0,,7,,,
2012-12-05,8.6,2.3,14.8,0.2,0,,20,,,
2012-12-06,2.1,-1.7,5.8,0,0,,9,,,
2012-12-07,3.7,-0.6,8,5.4,0,,2,,,
2012-12-08,9.1,7.2,10.9,3.8,0,,5,,,
2012-12-09,7.8,5.9,9.7,8,0,,11,,,
2012-12-10,11.1,7,15.1,1.3,0,,6,,,
2012-12-11,8.5,3.3,13.6,2.3,0,,14,,,
2012-12-12,4.9,1.4,8.4,0,0,,7,,,
2012-12-13,4.5,0.3,8.7,0,0,,7,,,
2012-12-14,4.2,-2,10.4,0,0,,8,,,
2012-12-15,4.9,-0.6,10.3,0,0,,4,,,
2012-12-16,8.2,5.9,10.4,1.3,0,,4,,,
2012-12-17,7.8,6.7,8.9,1.2,0,,12,,,
2012-12-18,10.4,5.3,15.4,7.6,0,,19,,,
2012-12-19,6.3,2.2,10.3,0,0,,18,,,
2012-12-20,4.5,-0.5,9.4,8.2,0,,12,,,
2012-12-21,8.8,3.1,14.4,30.9,0,,35,,,
2012-12-22,3.5,1.2,5.7,0,0,,30,,,
2012-12-23,3.2,-1.2,7.6,0,0,,15,,,
2012-12-24,1,-2.8,4.7,3.4,0,,7,,,
2012-12-25,3.5,1.1,5.9,0,0,,13,,,
2012-12-26,,0,7.3,28.6,0,,26,,,
2012-12-27,4.2,1.9,6.5,0.6,0,,30,,,
2012-12-28,2.4,-0.9,5.6,0,0,,14,,,
2012-12-29,0.7,-0.2,1.5,5.7,0,,13,,,
2012-12-30,1.4,-1.4,4.1,0,0,,25,,,
2012-12-31,1.7,-1.4,4.8,0,0,,18,,,